"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",211019,2021-10-19,090741,CME ,00,090 ,  176351,    7294,   53879,    6382,   51495,   20006,    7731,   32553,   45777,   15578,   12793,    3905,    1211,  135037,  154468,   41314,   21883,   26219,    -679,   25233,    -369,   12068,   -4730,     724,   12095,    5665,      82,    -320,    -408,     305,   23906,   26501,    2313,    -282,  100.0,    4.1,   30.6,    3.6,   29.2,   11.3,    4.4,   18.5,   26.0,    8.8,    7.3,    2.2,    0.7,   76.6,   87.6,   23.4,   12.4,    119,      4,     11,      8,     20,     15,     12,     23,     27,     18,     12,      7,.,     86,     74,    18.1,    27.1,    29.4,    40.4,    17.9,    26.9,    27.0,    39.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",211012,2021-10-12,090741,CME ,00,090 ,  150132,    7973,   28646,    6750,   39427,   24736,    7007,   20458,   40112,   15496,   13113,    4312,     906,  111131,  127967,   39001,   22165,    3642,     256,    6889,   -3924,    4662,   -5165,    -417,    2272,   10005,   -1279,    -530,     -74,    -177,     863,    5858,    2779,   -2216,  100.0,    5.3,   19.1,    4.5,   26.3,   16.5,    4.7,   13.6,   26.7,   10.3,    8.7,    2.9,    0.6,   74.0,   85.2,   26.0,   14.8,    116,      5,     11,      8,     17,     16,     13,     20,     29,     19,     12,      6,.,     80,     78,    19.7,    20.2,    31.7,    33.7,    19.4,    19.7,    26.8,    31.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",211005,2021-10-05,090741,CME ,00,090 ,  146490,    7717,   21758,   10675,   34766,   29902,    7424,   18186,   30107,   16775,   13643,    4386,    1083,  110267,  122109,   36223,   24381,     839,    -439,    -794,     509,     773,   -2010,     368,   -3637,    4986,     212,      33,     476,     -71,   -2252,    3677,    3091,   -2838,  100.0,    5.3,   14.9,    7.3,   23.7,   20.4,    5.1,   12.4,   20.6,   11.5,    9.3,    3.0,    0.7,   75.3,   83.4,   24.7,   16.6,    104,      4,      9,      6,     16,     18,     13,     19,     20,     13,     13,      5,      4,     72,     68,    19.1,    19.8,    32.3,    34.2,    17.5,    19.1,    25.5,    28.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210928,2021-09-28,090741,CME ,00,090 ,  145651,    8155,   22551,   10166,   33993,   31912,    7056,   21824,   25121,   16563,   13609,    3910,    1154,  112519,  118432,   33132,   27219,   -9611,    2393,   -1704,   -2761,   -5682,   -2643,     334,    1806,   -1461,   -3554,    -355,    -114,      51,   -7767,  -11853,   -1844,    2242,  100.0,    5.6,   15.5,    7.0,   23.3,   21.9,    4.8,   15.0,   17.2,   11.4,    9.3,    2.7,    0.8,   77.3,   81.3,   22.7,   18.7,    100,      4,      8,      7,     15,     18,     12,     19,     20,     14,     12,      4,.,     69,     66,    20.4,    20.0,    34.3,    33.5,    17.7,    18.4,    25.5,    29.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210921,2021-09-21,090741,CME ,00,090 ,  155262,    5762,   24255,   12926,   39675,   34555,    6722,   20017,   26583,   20117,   13964,    4023,    1103,  120287,  130285,   34975,   24977,  -48293,  -24118,  -47353,   -7515,     -69,    9568,     589,  -18965,   -3071,    1466,     377,    -449,       6,  -48228,  -46759,     -65,   -1534,  100.0,    3.7,   15.6,    8.3,   25.6,   22.3,    4.3,   12.9,   17.1,   13.0,    9.0,    2.6,    0.7,   77.5,   83.9,   22.5,   16.1,    102,      7,      7,      8,     17,     17,     12,     18,     20,     17,     12,      4,.,     73,     68,    20.3,    22.3,    34.5,    37.7,    17.7,    20.3,    24.9,    30.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210914,2021-09-14,090741,CME ,00,090 ,  203555,   29880,   71608,   20441,   39744,   24987,    6133,   38982,   29654,   18651,   13586,    4472,    1097,  168515,  177044,   35040,   26511,    7352,    1283,    -857,    8630,    -812,     309,     261,    5201,    2128,   -3713,     105,     -12,    -687,   10268,    6060,   -2916,    1292,  100.0,   14.7,   35.2,   10.0,   19.5,   12.3,    3.0,   19.2,   14.6,    9.2,    6.7,    2.2,    0.5,   82.8,   87.0,   17.2,   13.0,    100,      8,      6,     11,     16,     15,     11,     21,     19,     21,     11,      4,.,     74,     72,    21.4,    38.1,    32.9,    50.3,    18.5,    37.2,    29.0,    45.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210907,2021-09-07,090741,CME ,00,090 ,  196203,   28598,   72465,   11811,   40556,   24678,    5872,   33781,   27525,   22364,   13482,    4484,    1784,  158247,  170984,   37956,   25219,   -1319,   -1474,    3135,     758,    2263,   -1898,    -303,   -3665,   -2440,     452,   -1053,    2279,     162,   -2859,    2146,    1540,   -3465,  100.0,   14.6,   36.9,    6.0,   20.7,   12.6,    3.0,   17.2,   14.0,   11.4,    6.9,    2.3,    0.9,   80.7,   87.1,   19.3,   12.9,    100,      8,      7,      9,     15,     15,     12,     21,     20,     19,     11,.,.,     75,     67,    22.5,    38.4,    34.6,    49.0,    18.6,    36.9,    29.6,    45.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210831,2021-08-31,090741,CME ,00,090 ,  197522,   30071,   69330,   11053,   38293,   26576,    6175,   37446,   29965,   21912,   14535,    2204,    1622,  161107,  168837,   36415,   28685,   -1421,    1933,   -5953,     953,   -1388,   -5388,     198,   -1963,    7009,     328,   -1017,     111,     312,    -644,   -2431,    -777,    1010,  100.0,   15.2,   35.1,    5.6,   19.4,   13.5,    3.1,   19.0,   15.2,   11.1,    7.4,    1.1,    0.8,   81.6,   85.5,   18.4,   14.5,     99,      9,      6,      8,     13,     16,      9,     22,     19,     17,     12,.,.,     73,     62,    23.0,    38.4,    34.7,    48.4,    18.9,    37.2,    29.9,    44.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210824,2021-08-24,090741,CME ,00,090 ,  198943,   28139,   75283,   10100,   39681,   31964,    5977,   39409,   22957,   21584,   15552,    2093,    1310,  161751,  171268,   37192,   27675,    -244,   -2102,   -7873,    1876,   -3523,    3230,      69,    -227,   -6491,    6257,   -1878,     -99,     224,     696,   -2807,    -940,    2563,  100.0,   14.1,   37.8,    5.1,   19.9,   16.1,    3.0,   19.8,   11.5,   10.8,    7.8,    1.1,    0.7,   81.3,   86.1,   18.7,   13.9,    102,      8,      7,      7,     13,     16,     10,     26,     16,     17,     14,.,.,     74,     64,    22.4,    41.7,    34.1,    51.4,    19.0,    40.8,    29.2,    48.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210817,2021-08-17,090741,CME ,00,090 ,  199187,   30241,   83157,    8224,   43204,   28734,    5908,   39636,   29448,   15327,   17430,    2192,    1086,  161055,  174075,   38132,   25112,    7152,    7107,   -2293,     -32,     499,    2931,    -688,     381,    3993,    -210,    1338,    1133,     557,    8952,    5390,   -1800,    1762,  100.0,   15.2,   41.7,    4.1,   21.7,   14.4,    3.0,   19.9,   14.8,    7.7,    8.8,    1.1,    0.5,   80.9,   87.4,   19.1,   12.6,    104,      8,      6,      6,     20,     13,     12,     21,     18,     14,     16,.,.,     75,     63,    23.1,    46.0,    36.1,    55.7,    21.5,    45.2,    34.0,    52.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210810,2021-08-10,090741,CME ,00,090 ,  192035,   23133,   85450,    8256,   42705,   25803,    6596,   39255,   25455,   15537,   16092,    1059,     529,  152103,  168685,   39932,   23350,   -3123,     498,    -541,    -614,   -2148,   -2355,     157,     967,    1557,   -2413,    -330,     -54,     523,   -3361,   -3740,     238,     617,  100.0,   12.0,   44.5,    4.3,   22.2,   13.4,    3.4,   20.4,   13.3,    8.1,    8.4,    0.6,    0.3,   79.2,   87.8,   20.8,   12.2,     96,      8,      6,      6,     20,     10,     13,     20,     18,     14,     13,.,.,     74,     57,    21.1,    48.1,    34.3,    58.0,    19.5,    47.2,    31.8,    55.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210803,2021-08-03,090741,CME ,00,090 ,  195158,   22635,   85991,    8870,   44854,   28158,    6439,   38288,   23898,   17950,   16422,    1113,       6,  155464,  172425,   39694,   22733,   -4581,   -3878,   -1564,     725,     644,   -3082,     251,   -1709,   -1124,    -141,    -749,    -175,     -69,   -4926,   -5179,     345,     598,  100.0,   11.6,   44.1,    4.5,   23.0,   14.4,    3.3,   19.6,   12.2,    9.2,    8.4,    0.6,    0.0,   79.7,   88.4,   20.3,   11.6,    102,      8,      6,      6,     22,     13,     13,     22,     16,     13,     14,.,.,     77,     58,    20.4,    47.4,    33.1,    57.7,    19.1,    46.5,    30.5,    54.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210727,2021-07-27,090741,CME ,00,090 ,  199739,   26513,   87555,    8145,   44209,   31240,    6187,   39997,   25022,   18091,   17171,    1288,      75,  160390,  177604,   39349,   22135,  -19474,   -3098,   -4794,     208,    1732,   -2348,    -935,  -13141,   -4960,   -2632,   -1614,    -760,    -127,  -19606,  -16348,     132,   -3126,  100.0,   13.3,   43.8,    4.1,   22.1,   15.6,    3.1,   20.0,   12.5,    9.1,    8.6,    0.6,    0.0,   80.3,   88.9,   19.7,   11.1,    106,      8,      6,      6,     20,     15,     15,     22,     19,     16,     15,.,.,     80,     66,    21.3,    47.4,    34.2,    57.5,    20.2,    46.5,    32.2,    54.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210720,2021-07-20,090741,CME ,00,090 ,  219213,   29610,   92349,    7937,   42477,   33588,    7122,   53138,   29981,   20724,   18785,    2048,     202,  179995,  193952,   39218,   25261,   -1631,    8292,  -27409,     754,  -12685,    7357,     647,    1558,    6225,    5485,    -385,    -834,     180,    3846,   -7595,   -5477,    5964,  100.0,   13.5,   42.1,    3.6,   19.4,   15.3,    3.2,   24.2,   13.7,    9.5,    8.6,    0.9,    0.1,   82.1,   88.5,   17.9,   11.5,    114,      9,      6,      7,     19,     16,     15,     25,     22,     19,     16,.,      4,     86,     73,    20.7,    45.7,    33.2,    55.8,    20.1,    44.6,    32.0,    52.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210713,2021-07-13,090741,CME ,00,090 ,  220844,   21318,  119758,    7184,   55162,   26230,    6475,   51580,   23756,   15239,   19170,    2883,      22,  176149,  201546,   44695,   19298,   -6386,   10230,   -9975,    -909,   -9270,   11472,   -1020,   -1103,   -3457,   -1972,      75,     272,       6,   -3962,   -5582,   -2424,    -804,  100.0,    9.7,   54.2,    3.3,   25.0,   11.9,    2.9,   23.4,   10.8,    6.9,    8.7,    1.3,    0.0,   79.8,   91.3,   20.2,    8.7,    111,      8,      6,      7,     24,     12,     12,     27,     17,     13,     15,.,.,     87,     59,    19.9,    55.1,    33.5,    64.3,    19.8,    54.9,    32.0,    62.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210706,2021-07-06,090741,CME ,00,090 ,  227230,   11088,  129732,    8093,   64432,   14759,    7495,   52682,   27213,   17210,   19095,    2611,      16,  180111,  207128,   47119,   20102,    8683,    2335,   -1141,    1309,   -1792,    3998,    -904,    4409,    2943,    1391,     804,     400,     -10,    7541,    7987,    1142,     696,  100.0,    4.9,   57.1,    3.6,   28.4,    6.5,    3.3,   23.2,   12.0,    7.6,    8.4,    1.1,    0.0,   79.3,   91.2,   20.7,    8.8,    110,      4,      8,      6,     26,      9,     12,     23,     23,     14,     15,.,.,     86,     58,    21.2,    56.3,    32.8,    65.5,    21.1,    56.0,    31.3,    63.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",210629,2021-06-29,090741,CME ,00,090 ,  218547,    8754,  130873,    6784,   66225,   10760,    8399,   48274,   24270,   15819,   18291,    2211,      25,  172570,  199142,   45977,   19405,   -4875,   -4582,    3479,    -287,   -1687,   -3692,     690,    1866,   -3465,    -977,    -693,     541,       4,   -5666,   -3707,     791,   -1168,  100.0,    4.0,   59.9,    3.1,   30.3,    4.9,    3.8,   22.1,   11.1,    7.2,    8.4,    1.0,    0.0,   79.0,   91.1,   21.0,    8.9,    105,      4,      8,      7,     25,     10,     12,     25,     18,     14,     13,.,.,     85,     56,    21.8,    59.3,    32.4,    67.8,    21.8,    58.4,    31.5,    64.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
