"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231017,2023-10-17,090741,CME ,00,090 ,  183938,   88529,   26291,     141,   31008,   59868,    4724,   16133,   53192,    3430,    6707,    1459,      31,  150703,  149136,   33235,   34802,    4581,     139,    1758,       6,    -569,     -25,     749,    1885,     879,    -354,    1205,     412,     -30,    3031,    3395,    1550,    1186,  100.0,   48.1,   14.3,    0.1,   16.9,   32.5,    2.6,    8.8,   28.9,    1.9,    3.6,    0.8,    0.0,   81.9,   81.1,   18.1,   18.9,    108,      8,      5,.,     13,     25,     10,     19,     28,     10,      7,.,.,     55,     77,    51.1,    26.1,    58.5,    38.4,    51.1,    25.9,    57.6,    38.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231010,2023-10-10,090741,CME ,00,090 ,  179357,   88390,   24533,     135,   31577,   59893,    3975,   14248,   52313,    3784,    5502,    1047,      61,  147672,  145741,   31685,   33616,  -10086,     119,  -13593,     -34,    1603,    1865,    -696,   -5435,    3506,     579,   -1018,     -10,       0,   -4882,   -8383,   -5204,   -1703,  100.0,   49.3,   13.7,    0.1,   17.6,   33.4,    2.2,    7.9,   29.2,    2.1,    3.1,    0.6,    0.0,   82.3,   81.3,   17.7,   18.7,    104,      8,      5,.,     15,     25,     10,     15,     28,     10,      6,.,.,     53,     75,    52.8,    27.5,    60.2,    39.0,    52.8,    27.3,    59.3,    38.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",231003,2023-10-03,090741,CME ,00,090 ,  189443,   88271,   38126,     169,   29974,   58028,    4671,   19683,   48807,    3205,    6520,    1057,      61,  152554,  154124,   36889,   35319,   13595,    2695,     475,     -13,    1076,    6831,    -425,    6435,    2995,    -667,    1397,      -5,       7,   10505,    9198,    3090,    4397,  100.0,   46.6,   20.1,    0.1,   15.8,   30.6,    2.5,   10.4,   25.8,    1.7,    3.4,    0.6,    0.0,   80.5,   81.4,   19.5,   18.6,    108,      9,      5,.,     15,     25,     12,     17,     27,     10,      8,.,.,     60,     75,    49.7,    27.4,    57.2,    39.0,    49.7,    27.2,    56.2,    38.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230926,2023-09-26,090741,CME ,00,090 ,  175848,   85576,   37651,     182,   28898,   51197,    5096,   13248,   45812,    3872,    5123,    1062,      54,  142049,  144926,   33799,   30922,  -70999,    6172,   27596,  -67338,    2384,  -27924,      43,   -8954,    4100,   -1898,     516,       0,      10,  -69065,  -65411,   -1934,   -5588,  100.0,   48.7,   21.4,    0.1,   16.4,   29.1,    2.9,    7.5,   26.1,    2.2,    2.9,    0.6,    0.0,   80.8,   82.4,   19.2,   17.6,    104,      7,      6,.,     16,     22,     10,     17,     28,     11,      6,.,.,     57,     73,    53.2,    25.6,    60.2,    38.3,    53.2,    25.4,    59.0,    38.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230919,2023-09-19,090741,CME ,00,090 ,  246847,   79404,   10055,   67520,   26514,   79121,    5053,   22202,   41712,    5770,    4607,    1062,      44,  211114,  210337,   35733,   36510,   29767,   -3849,    2321,   57935,     205,  -21607,      66,  -23637,    -249,   -5614,     694,    -437,       1,   25801,   32416,    3966,   -2649,  100.0,   32.2,    4.1,   27.4,   10.7,   32.1,    2.0,    9.0,   16.9,    2.3,    1.9,    0.4,    0.0,   85.5,   85.2,   14.5,   14.8,    108,      8,      5,      6,     15,     25,     11,     18,     28,     10,      6,.,.,     59,     78,    52.7,    33.0,    61.9,    44.8,    31.0,    15.8,    38.8,    25.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230912,2023-09-12,090741,CME ,00,090 ,  217080,   83253,    7734,    9585,   26309,  100728,    4987,   45839,   41961,   11384,    3913,    1499,      43,  185313,  177921,   31767,   39159,   27420,   23357,   -4268,    8523,   -2319,   16812,    -334,   -4941,    1474,    4041,    -212,   -1027,       0,   28115,   25221,    -695,    2199,  100.0,   38.4,    3.6,    4.4,   12.1,   46.4,    2.3,   21.1,   19.3,    5.2,    1.8,    0.7,    0.0,   85.4,   82.0,   14.6,   18.0,    107,     10,      4,      5,     13,     26,     11,     18,     29,     14,      4,.,.,     56,     82,    41.0,    23.7,    54.2,    38.5,    39.9,    22.5,    52.1,    34.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230905,2023-09-05,090741,CME ,00,090 ,  189660,   59896,   12002,    1062,   28628,   83916,    5321,   50780,   40487,    7343,    4125,    2526,      43,  157198,  152700,   32462,   36960,   12612,    8182,   -2497,     870,    -683,    3936,     997,    3869,    6994,     -68,     -67,     548,       0,   13100,   10780,    -488,    1832,  100.0,   31.6,    6.3,    0.6,   15.1,   44.2,    2.8,   26.8,   21.3,    3.9,    2.2,    1.3,    0.0,   82.9,   80.5,   17.1,   19.5,    108,      9,      4,.,     13,     22,     10,     22,     29,     13,      4,      5,.,     55,     80,    37.4,    22.7,    51.3,    37.3,    36.6,    22.5,    50.0,    37.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230829,2023-08-29,090741,CME ,00,090 ,  177048,   51714,   14499,     192,   29311,   79980,    4324,   46911,   33493,    7411,    4192,    1978,      43,  144098,  141920,   32950,   35128,   10901,     880,   -2681,      88,   -1109,   11374,     195,    8723,    1206,    1418,    -496,     -16,      -2,    9697,   11582,    1204,    -681,  100.0,   29.2,    8.2,    0.1,   16.6,   45.2,    2.4,   26.5,   18.9,    4.2,    2.4,    1.1,    0.0,   81.4,   80.2,   18.6,   19.8,    103,      7,      8,.,     14,     22,     11,     21,     23,     14,      4,      4,.,     55,     76,    36.2,    23.1,    48.9,    40.1,    36.0,    23.1,    47.9,    39.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230822,2023-08-22,090741,CME ,00,090 ,  166147,   50834,   17180,     104,   30420,   68606,    4129,   38188,   32287,    5993,    4688,    1994,      45,  134401,  130338,   31746,   35809,    8320,    5451,   -2098,     104,     -91,   11060,     359,    -114,   -4917,    1296,      65,    -439,       0,    7070,    5365,    1250,    2955,  100.0,   30.6,   10.3,    0.1,   18.3,   41.3,    2.5,   23.0,   19.4,    3.6,    2.8,    1.2,    0.0,   80.9,   78.4,   19.1,   21.6,     99,      7,      7,.,     15,     22,     10,     21,     18,     13,      5,      4,.,     57,     67,    37.7,    23.5,    50.3,    38.8,    37.6,    23.4,    48.7,    38.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230815,2023-08-15,090741,CME ,00,090 ,  157827,   45383,   19278,       0,   30511,   57546,    3770,   38302,   37204,    4697,    4623,    2433,      45,  127331,  124973,   30496,   32854,   16867,   14986,   -6449,       0,   -2803,   12422,     319,    9924,    6475,    -226,   -1773,     288,    -282,   20145,   12547,   -3278,    4320,  100.0,   28.8,   12.2,    0.0,   19.3,   36.5,    2.4,   24.3,   23.6,    3.0,    2.9,    1.5,    0.0,   80.7,   79.2,   19.3,   20.8,    104,      6,      8,      0,     15,     21,      9,     24,     20,     15,      5,      5,.,     58,     71,    36.2,    26.8,    48.3,    37.9,    36.2,    26.6,    47.3,    37.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230808,2023-08-08,090741,CME ,00,090 ,  140960,   30397,   25727,       0,   33314,   45124,    3451,   28378,   30729,    4923,    6396,    2145,     327,  107186,  112426,   33774,   28534,  -11646,    1302,  -20102,    -308,  -12678,   -2922,     -15,    3323,    4670,    2474,    1116,    -247,     282,   -4504,  -16168,   -7142,    4522,  100.0,   21.6,   18.3,    0.0,   23.6,   32.0,    2.4,   20.1,   21.8,    3.5,    4.5,    1.5,    0.2,   76.0,   79.8,   24.0,   20.2,    100,      4,     10,      0,     16,     18,      9,     24,     17,     12,      7,      4,.,     57,     66,    33.4,    29.2,    43.0,    40.1,    33.3,    29.1,    40.8,    40.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230801,2023-08-01,090741,CME ,00,090 ,  152606,   29095,   45829,     308,   45992,   48046,    3466,   25055,   26059,    2449,    5280,    2392,      45,  111690,  128594,   40916,   24012,   -3789,     820,   -1942,       2,   -6566,    1624,     140,   -1430,   -7811,    1758,     -11,    1280,      -5,   -5292,   -4954,    1503,    1165,  100.0,   19.1,   30.0,    0.2,   30.1,   31.5,    2.3,   16.4,   17.1,    1.6,    3.5,    1.6,    0.0,   73.2,   84.3,   26.8,   15.7,    100,      5,      8,.,     20,     18,      8,     23,     17,     10,      5,      4,.,     61,     60,    31.4,    35.1,    41.8,    46.7,    31.4,    35.1,    41.2,    46.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230725,2023-07-25,090741,CME ,00,090 ,  156395,   28275,   47771,     306,   52558,   46422,    3326,   26485,   33870,     691,    5291,    1112,      50,  116982,  133548,   39413,   22847,   10224,    -159,    8099,      12,    3814,    2019,    -171,    4639,    2953,   -1693,     276,    -405,       0,    6718,   10814,    3506,    -590,  100.0,   18.1,   30.5,    0.2,   33.6,   29.7,    2.1,   16.9,   21.7,    0.4,    3.4,    0.7,    0.0,   74.8,   85.4,   25.2,   14.6,     97,.,      7,.,     18,     18,      7,     26,     18,     11,      5,.,.,     63,     55,    34.2,    33.5,    45.3,    44.7,    34.2,    33.5,    45.1,    44.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230718,2023-07-18,090741,CME ,00,090 ,  146171,   28434,   39672,     294,   48744,   44403,    3497,   21846,   30917,    2384,    5015,    1517,      50,  110264,  122734,   35907,   23437,    5776,   -1319,    8043,     294,    4806,   -3151,    -168,    -656,    1011,    -812,     589,     405,       0,    2734,    5622,    3042,     154,  100.0,   19.5,   27.1,    0.2,   33.3,   30.4,    2.4,   14.9,   21.2,    1.6,    3.4,    1.0,    0.0,   75.4,   84.0,   24.6,   16.0,     97,.,      7,.,     19,     18,      8,     22,     20,      9,      5,.,.,     59,     58,    33.9,    31.2,    45.2,    42.2,    33.9,    31.2,    44.5,    42.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230711,2023-07-11,090741,CME ,00,090 ,  140395,   29753,   31629,       0,   43938,   47554,    3665,   22502,   29906,    3196,    4426,    1112,      50,  107530,  117112,   32865,   23283,  -15889,    1215,  -11181,      -8,   -8118,    3941,    -211,   -6168,  -11090,     854,    -553,       0,      -4,  -12993,  -17699,   -2896,    1810,  100.0,   21.2,   22.5,    0.0,   31.3,   33.9,    2.6,   16.0,   21.3,    2.3,    3.2,    0.8,    0.0,   76.6,   83.4,   23.4,   16.6,     92,      4,      5,      0,     19,     19,      9,     21,     18,     11,      4,.,.,     56,     57,    34.2,    31.7,    45.7,    44.9,    34.0,    31.7,    43.9,    44.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230703,2023-07-03,090741,CME ,00,090 ,  156284,   28538,   42810,       8,   52056,   43613,    3876,   28670,   40996,    2342,    4979,    1112,      54,  120523,  134811,   35761,   21473,  -11514,     -82,    4334,      -1,   -7258,     735,    -652,    1024,  -16524,    1342,     154,       0,     -14,   -5487,  -10780,   -6027,    -734,  100.0,   18.3,   27.4,    0.0,   33.3,   27.9,    2.5,   18.3,   26.2,    1.5,    3.2,    0.7,    0.0,   77.1,   86.3,   22.9,   13.7,    102,      4,      7,.,     20,     18,      9,     25,     22,      9,      4,.,.,     64,     58,    32.9,    32.9,    46.2,    46.0,    32.9,    32.9,    45.7,    46.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",230627,2023-06-27,090741,CME ,00,090 ,  167798,   28620,   38476,       9,   59314,   42878,    4528,   27646,   57520,    1000,    4825,    1112,      68,  126010,  145591,   41788,   22207,  -16308,  -19285,   27768,  -24603,   18619,   -5712,     385,    6870,  -10808,   -1522,    -160,    -408,       0,  -19696,  -14900,    3388,   -1408,  100.0,   17.1,   22.9,    0.0,   35.3,   25.6,    2.7,   16.5,   34.3,    0.6,    2.9,    0.7,    0.0,   75.1,   86.8,   24.9,   13.2,    102,      4,      8,.,     21,     16,      9,     22,     25,      9,      4,.,.,     63,     59,    33.8,    32.1,    47.0,    45.0,    33.6,    32.1,    46.7,    45.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
