"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",191022,2019-10-22,090741,CME ,00,090 ,  184631,    7733,   85511,    2915,   55558,   14037,    6556,   43259,   36216,   11312,   17887,    3247,     656,  145876,  160450,   38755,   24181,   23185,     476,   36186,    -515,   11307,  -10681,     859,    2671,   -3531,    1612,    3840,    1092,     188,   20437,   25211,    2748,   -2026,  100.0,    4.2,   46.3,    1.6,   30.1,    7.6,    3.6,   23.4,   19.6,    6.1,    9.7,    1.8,    0.4,   79.0,   86.9,   21.0,   13.1,    108,      5,      9,      7,     20,     11,     11,     19,     24,     15,     13,      6,.,     76,     68,    28.4,    43.1,    39.4,    53.7,    27.8,    43.1,    36.6,    53.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",191015,2019-10-15,090741,CME ,00,090 ,  161446,    7257,   49325,    3430,   44251,   24718,    5697,   40589,   39747,    9700,   14047,    2155,     468,  125439,  135239,   36007,   26207,   15543,     767,   16182,     545,    5024,   -1720,     142,    4361,    4519,    1436,     -82,     -82,      -1,   12191,   21021,    3352,   -5478,  100.0,    4.5,   30.6,    2.1,   27.4,   15.3,    3.5,   25.1,   24.6,    6.0,    8.7,    1.3,    0.3,   77.7,   83.8,   22.3,   16.2,    108,      6,      6,      6,     16,     14,      9,     23,     27,     14,     11,      4,.,     73,     66,    32.1,    32.8,    42.0,    44.4,    31.9,    32.4,    38.8,    43.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",191008,2019-10-08,090741,CME ,00,090 ,  145903,    6491,   33143,    2886,   39227,   26438,    5555,   36228,   35228,    8264,   14129,    2237,     469,  113248,  114219,   32655,   31684,    3569,    1113,  -10064,     410,   -1953,    7921,     645,    3505,   -1129,     688,     183,     -99,     449,    5040,   -1179,   -1471,    4748,  100.0,    4.4,   22.7,    2.0,   26.9,   18.1,    3.8,   24.8,   24.1,    5.7,    9.7,    1.5,    0.3,   77.6,   78.3,   22.4,   21.7,    106,      7,      6,      6,     15,     14,      8,     21,     27,     14,     11,      4,.,     65,     71,    29.0,    28.3,    38.5,    38.9,    28.2,    28.3,    36.3,    38.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",191001,2019-10-01,090741,CME ,00,090 ,  142334,    5378,   43207,    2475,   41180,   18517,    4910,   32723,   36357,    7575,   13946,    2336,      20,  108208,  115398,   34126,   26936,    8268,    2010,    5879,     -42,    1171,   -1488,     832,    3495,    3608,    -151,     173,     178,    -198,    7290,    8619,     978,    -351,  100.0,    3.8,   30.4,    1.7,   28.9,   13.0,    3.4,   23.0,   25.5,    5.3,    9.8,    1.6,    0.0,   76.0,   81.1,   24.0,   18.9,    106,      7,      6,      7,     15,     15,      9,     23,     25,     16,     11,      4,.,     71,     68,    26.4,    32.0,    35.2,    47.2,    25.1,    32.0,    32.7,    46.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190924,2019-09-24,090741,CME ,00,090 ,  134066,    3367,   37327,    2517,   40009,   20005,    4078,   29228,   32749,    7727,   13773,    2158,     218,  100918,  106779,   33148,   27287,  -64954,   -9248,  -40573,  -19732,   -3126,    2359,      36,  -20133,    4925,   -8640,    -380,   -1858,     198,  -61025,  -63285,   -3929,   -1669,  100.0,    2.5,   27.8,    1.9,   29.8,   14.9,    3.0,   21.8,   24.4,    5.8,   10.3,    1.6,    0.2,   75.3,   79.6,   24.7,   20.4,    104,      7,      6,      7,     15,     14,      9,     23,     24,     15,     11,      4,.,     70,     67,    28.1,    28.1,    36.4,    43.3,    26.2,    27.8,    34.4,    42.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190917,2019-09-17,090741,CME ,00,090 ,  199020,   12615,   77900,   22250,   43135,   17646,    4041,   49362,   27824,   16367,   14153,    4017,      20,  161943,  170065,   37077,   28955,    5128,   -3873,    3121,    5686,   -6333,   -1551,    -460,   10399,   -2954,   -4366,    4261,      40,     -27,    5287,    -511,    -159,    5639,  100.0,    6.3,   39.1,   11.2,   21.7,    8.9,    2.0,   24.8,   14.0,    8.2,    7.1,    2.0,    0.0,   81.4,   85.5,   18.6,   14.5,    108,      9,      6,      9,     16,     12,      9,     24,     25,     18,     12,      4,.,     78,     67,    27.1,    46.2,    41.5,    56.4,    24.0,    42.2,    31.1,    48.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190910,2019-09-10,090741,CME ,00,090 ,  193892,   16488,   74779,   16564,   49468,   19197,    4501,   38963,   30778,   20732,    9892,    3976,      47,  156656,  170575,   37236,   23317,   13935,   -7904,    7584,   10523,    9496,   -6930,     175,   -3865,    4524,    4943,    -767,      -2,      13,   12613,   20830,    1322,   -6895,  100.0,    8.5,   38.6,    8.5,   25.5,    9.9,    2.3,   20.1,   15.9,   10.7,    5.1,    2.1,    0.0,   80.8,   88.0,   19.2,   12.0,    106,     10,      5,     13,     16,     14,     10,     24,     23,     14,      9,      4,.,     79,     66,    27.2,    44.6,    41.1,    54.2,    26.9,    40.9,    34.5,    48.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190903,2019-09-03,090741,CME ,00,090 ,  179957,   24393,   67195,    6041,   39973,   26127,    4326,   42828,   26254,   15790,   10659,    3978,      34,  144043,  149745,   35914,   30212,    9876,    3575,   -3396,    1570,   -1307,    5442,     365,    5156,    1890,    1964,    -724,    -131,      23,   10623,    7727,    -747,    2149,  100.0,   13.6,   37.3,    3.4,   22.2,   14.5,    2.4,   23.8,   14.6,    8.8,    5.9,    2.2,    0.0,   80.0,   83.2,   20.0,   16.8,    103,     10,      5,     11,     15,     14,     12,     21,     22,     12,     12,      4,.,     75,     66,    28.3,    42.6,    38.8,    53.0,    27.8,    40.7,    35.7,    49.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190827,2019-08-27,090741,CME ,00,090 ,  170081,   20817,   70591,    4470,   41279,   20685,    3961,   37673,   24364,   13825,   11383,    4110,      12,  133420,  142018,   36661,   28063,    1625,    3234,    -863,    -841,    -162,    3482,     136,     972,    2753,   -1503,    -274,    -656,   -1225,     336,    1282,    1289,     343,  100.0,   12.2,   41.5,    2.6,   24.3,   12.2,    2.3,   22.1,   14.3,    8.1,    6.7,    2.4,    0.0,   78.4,   83.5,   21.6,   16.5,    101,     10,      5,      9,     15,     14,     12,     19,     21,     14,     11,      6,.,     72,     67,    26.6,    46.0,    38.1,    56.3,    26.2,    44.5,    34.9,    52.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190820,2019-08-20,090741,CME ,00,090 ,  168456,   17583,   71454,    5311,   41442,   17203,    3825,   36700,   21611,   15329,   11657,    4766,    1237,  133084,  140736,   35372,   27720,   -4116,    2564,   -6719,     -25,   -4046,    3537,     -90,   -2390,   -4177,     326,     152,     362,    -155,   -3665,   -6941,    -451,    2825,  100.0,   10.4,   42.4,    3.2,   24.6,   10.2,    2.3,   21.8,   12.8,    9.1,    6.9,    2.8,    0.7,   79.0,   83.5,   21.0,   16.5,    103,     10,      5,      9,     15,     13,     12,     22,     20,     13,     11,      7,      4,     76,     65,    25.4,    45.3,    37.2,    55.9,    25.0,    43.6,    34.2,    50.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190813,2019-08-13,090741,CME ,00,090 ,  172572,   15020,   78173,    5336,   45488,   13666,    3915,   39091,   25788,   15003,   11504,    4404,    1392,  136749,  147677,   35823,   24895,  -13290,    3375,   -7602,     -57,   -7461,     345,    -376,   -8231,   -2275,    -613,    -170,    -232,     313,  -13220,  -10496,     -70,   -2794,  100.0,    8.7,   45.3,    3.1,   26.4,    7.9,    2.3,   22.7,   14.9,    8.7,    6.7,    2.6,    0.8,   79.2,   85.6,   20.8,   14.4,    102,     10,      5,      8,     17,     13,     11,     22,     18,     14,     11,      6,.,     78,     60,    28.3,    48.0,    38.3,    58.9,    27.7,    46.3,    34.7,    54.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190806,2019-08-06,090741,CME ,00,090 ,  185862,   11645,   85775,    5393,   52949,   13321,    4291,   47321,   28063,   15616,   11674,    4636,    1079,  149969,  158173,   35893,   27689,   -7100,     887,  -11760,    1551,   -3424,    2895,     449,    1614,   -7010,    1582,   -6124,     509,     -46,   -3510,  -11830,   -3590,    4730,  100.0,    6.3,   46.1,    2.9,   28.5,    7.2,    2.3,   25.5,   15.1,    8.4,    6.3,    2.5,    0.6,   80.7,   85.1,   19.3,   14.9,    107,      8,      6,      7,     20,      9,     11,     28,     20,     14,     10,      6,.,     83,     58,    31.0,    47.8,    41.0,    58.1,    30.8,    46.2,    37.9,    54.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190730,2019-07-30,090741,CME ,00,090 ,  192962,   10758,   97535,    3842,   56374,   10426,    3843,   45707,   35073,   14034,   17798,    4126,    1124,  153479,  170003,   39483,   22959,   -4846,     409,   -6022,      79,   -4798,    2126,     242,    2037,    -420,   -1412,    -482,    2093,      75,   -3850,   -3239,    -996,   -1607,  100.0,    5.6,   50.5,    2.0,   29.2,    5.4,    2.0,   23.7,   18.2,    7.3,    9.2,    2.1,    0.6,   79.5,   88.1,   20.5,   11.9,    112,      7,      8,      7,     22,     10,     11,     20,     26,     13,     14,      5,.,     83,     61,    31.6,    46.5,    41.4,    59.9,    31.4,    45.6,    38.9,    57.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190723,2019-07-23,090741,CME ,00,090 ,  197808,   10348,  103557,    3763,   61171,    8300,    3600,   43671,   35493,   15446,   18279,    2033,    1049,  157329,  173242,   40479,   24566,    4671,   -2070,    6294,     201,    3421,   -1108,     -49,    4603,    1558,    1311,     485,   -5728,     724,    8626,    3204,   -3955,    1467,  100.0,    5.2,   52.4,    1.9,   30.9,    4.2,    1.8,   22.1,   17.9,    7.8,    9.2,    1.0,    0.5,   79.5,   87.6,   20.5,   12.4,    112,      6,      7,      7,     24,      9,     12,     21,     27,     16,     15,.,.,     86,     62,    30.0,    47.9,    39.6,    60.7,    29.9,    47.1,    37.1,    58.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190716,2019-07-16,090741,CME ,00,090 ,  193137,   12418,   97263,    3562,   57750,    9408,    3650,   39068,   33936,   14134,   17795,    7761,     325,  148703,  170039,   44434,   23098,   18383,   -1243,   16811,     128,   11738,    1486,    -240,    7513,     875,    -322,   -3105,     625,     313,   14782,   19675,    3601,   -1292,  100.0,    6.4,   50.4,    1.8,   29.9,    4.9,    1.9,   20.2,   17.6,    7.3,    9.2,    4.0,    0.2,   77.0,   88.0,   23.0,   12.0,    106,      6,      7,      7,     22,     11,      9,     20,     21,     13,     13,      6,.,     82,     55,    26.8,    46.2,    36.6,    59.8,    26.6,    45.1,    34.9,    57.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190709,2019-07-09,090741,CME ,00,090 ,  174754,   13662,   80452,    3434,   46012,    7922,    3890,   31555,   33061,   14456,   20900,    7136,      12,  133921,  150363,   40833,   24391,    1792,    -155,   10573,     304,    1525,    -322,   -2326,    2110,     135,   -4905,    3587,    -391,      -7,     132,    3059,    1660,   -1267,  100.0,    7.8,   46.0,    2.0,   26.3,    4.5,    2.2,   18.1,   18.9,    8.3,   12.0,    4.1,    0.0,   76.6,   86.0,   23.4,   14.0,    107,      8,      7,      8,     22,      9,     12,     19,     22,     14,     16,      4,.,     84,     58,    24.6,    44.4,    34.7,    57.9,    24.2,    42.9,    32.5,    55.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",190702,2019-07-02,090741,CME ,00,090 ,  172962,   13817,   69879,    3130,   44487,    8244,    6217,   29444,   32926,   19361,   17312,    7527,      19,  133788,  147304,   39174,   25658,   19630,     290,   28364,   -1168,   12475,  -11475,    -175,    8194,   -2148,    1078,   -1947,    5532,     -10,   18739,   19998,     891,    -368,  100.0,    8.0,   40.4,    1.8,   25.7,    4.8,    3.6,   17.0,   19.0,   11.2,   10.0,    4.4,    0.0,   77.4,   85.2,   22.6,   14.8,    112,      8,      6,      8,     20,     10,     13,     22,     26,     15,     15,      5,.,     86,     64,    21.5,    42.1,    31.1,    54.2,    20.4,    40.2,    28.3,    51.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
