"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250715,2025-07-15,090741,CME ,00,090 ,  202720,   94000,   24896,       1,   36258,   87009,   12297,   18796,   44516,    4727,    8793,    2754,      12,  174884,  176212,   27836,   26508,    1394,    4008,   -2883,       1,   -2610,    5532,    -303,    1068,   -1991,     630,    -607,    -385,       2,    2189,     603,    -795,     791,  100.0,   46.4,   12.3,    0.0,   17.9,   42.9,    6.1,    9.3,   22.0,    2.3,    4.3,    1.4,    0.0,   86.3,   86.9,   13.7,   13.1,    105,      6,     10,.,     20,     22,      7,     19,     16,      8,     10,.,.,     63,     59,    50.1,    33.1,    58.4,    49.4,    48.8,    29.5,    55.1,    45.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250708,2025-07-08,090741,CME ,00,090 ,  201326,   89992,   27779,       0,   38868,   81477,   12600,   17728,   46507,    4097,    9400,    3139,      10,  172695,  175609,   28631,   25717,   -2159,    1090,   -4787,       0,   -3560,    3662,   -1042,    1549,    -791,     -66,   -1584,    -157,       0,   -3613,   -3181,    1454,    1022,  100.0,   44.7,   13.8,    0.0,   19.3,   40.5,    6.3,    8.8,   23.1,    2.0,    4.7,    1.6,    0.0,   85.8,   87.2,   14.2,   12.8,    104,      6,     10,      0,     19,     22,      9,     18,     16,      7,     10,.,.,     62,     59,    48.7,    31.4,    57.1,    49.9,    47.4,    29.0,    53.7,    46.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250701,2025-07-01,090741,CME ,00,090 ,  203485,   88902,   32566,       0,   42428,   77815,   13642,   16179,   47298,    4163,   10984,    3296,      10,  176308,  178790,   27177,   24695,    2291,    6522,   -3692,       0,   -4254,    5356,     755,     443,    -155,     -73,    -812,     135,     -15,    2566,    2311,    -275,     -20,  100.0,   43.7,   16.0,    0.0,   20.9,   38.2,    6.7,    8.0,   23.2,    2.0,    5.4,    1.6,    0.0,   86.6,   87.9,   13.4,   12.1,    105,      6,      9,      0,     20,     20,     11,     16,     20,      7,     11,.,.,     63,     61,    49.5,    28.6,    57.6,    49.5,    47.8,    28.6,    54.4,    47.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250624,2025-06-24,090741,CME ,00,090 ,  201194,   82380,   36258,       0,   46682,   72459,   12887,   15736,   47453,    4236,   11796,    3161,      25,  173742,  176479,   27452,   24715,  -93607,  -79929,  -64654,   -8904,   -1297,   -7351,     754,   -3574,   -8822,     124,    1238,   -4476,   -1358,  -92946,  -94687,    -661,    1080,  100.0,   40.9,   18.0,    0.0,   23.2,   36.0,    6.4,    7.8,   23.6,    2.1,    5.9,    1.6,    0.0,   86.4,   87.7,   13.6,   12.3,    106,      5,     11,      0,     21,     21,      9,     17,     15,      7,     13,.,.,     64,     60,    48.7,    26.5,    56.9,    48.3,    47.3,    26.4,    53.5,    46.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250617,2025-06-17,090741,CME ,00,090 ,  294801,  162309,  100912,    8904,   47979,   79810,   12133,   19310,   56275,    4112,   10558,    7637,    1383,  266688,  271166,   28113,   23635,    6324,    3337,   36797,   -4980,    7391,  -17371,    6544,    2685,     -52,  -12452,    1821,   -1598,    1354,    5700,    8242,     624,   -1918,  100.0,   55.1,   34.2,    3.0,   16.3,   27.1,    4.1,    6.6,   19.1,    1.4,    3.6,    2.6,    0.5,   90.5,   92.0,    9.5,    8.0,    116,      8,      9,      6,     22,     21,     10,     23,     16,     11,     12,      5,.,     80,     66,    60.8,    36.6,    67.3,    52.1,    57.9,    35.9,    62.8,    50.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250610,2025-06-10,090741,CME ,00,090 ,  288477,  158972,   64115,   13884,   40588,   97181,    5589,   16625,   56327,   16564,    8737,    9235,      29,  260988,  262924,   27489,   25553,   18436,   -5132,   14423,   11598,    2431,   -6171,     400,    1073,   -6522,    5891,   -1227,    -470,    -120,   14914,   19029,    3522,    -593,  100.0,   55.1,   22.2,    4.8,   14.1,   33.7,    1.9,    5.8,   19.5,    5.7,    3.0,    3.2,    0.0,   90.5,   91.1,    9.5,    8.9,    112,      8,     11,      9,     20,     22,     10,     19,     19,     13,      8,      5,.,     74,     71,    63.4,    31.8,    69.9,    48.5,    58.4,    31.3,    62.1,    47.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250603,2025-06-03,090741,CME ,00,090 ,  270041,  164104,   49692,    2286,   38157,  103352,    5189,   15552,   62849,   10673,    9964,    9705,     149,  246074,  243895,   23967,   26146,    6809,    1242,   -1893,    1919,    1232,   -2031,    -358,   -1126,     466,    6085,   -1057,    2674,      86,    8023,    6948,   -1214,    -139,  100.0,   60.8,   18.4,    0.8,   14.1,   38.3,    1.9,    5.8,   23.3,    4.0,    3.7,    3.6,    0.1,   91.1,   90.3,    8.9,    9.7,    122,     10,      9,      4,     20,     25,      9,     21,     22,     14,     11,      4,.,     78,     74,    64.4,    31.7,    69.9,    49.9,    63.6,    31.6,    67.4,    49.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250527,2025-05-27,090741,CME ,00,090 ,  263232,  162862,   51585,     367,   36925,  105383,    5547,   16678,   62383,    4588,   11021,    7031,      63,  238051,  236947,   25181,   26285,   -3516,   -4926,    8726,     367,    2750,  -11060,    -424,   -2968,    2523,    -476,    -806,    1878,      -1,   -6484,    1533,    2968,   -5049,  100.0,   61.9,   19.6,    0.1,   14.0,   40.0,    2.1,    6.3,   23.7,    1.7,    4.2,    2.7,    0.0,   90.4,   90.0,    9.6,   10.0,    113,     10,      7,.,     18,     22,      9,     20,     21,     11,     12,.,.,     75,     60,    65.5,    33.5,    70.6,    52.8,    65.5,    33.5,    69.4,    52.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250520,2025-05-20,090741,CME ,00,090 ,  266748,  167788,   42859,       0,   34175,  116443,    5971,   19646,   59860,    5064,   11827,    5153,      64,  244535,  235414,   22213,   31334,    3945,    4433,  -16714,       0,   -1863,   12341,     552,   -1468,    3402,      38,    1331,    4022,     -15,    3008,    3626,     937,     319,  100.0,   62.9,   16.1,    0.0,   12.8,   43.7,    2.2,    7.4,   22.4,    1.9,    4.4,    1.9,    0.0,   91.7,   88.3,    8.3,   11.7,    117,      9,      6,      0,     17,     27,     10,     18,     23,     10,     13,      4,.,     70,     69,    67.3,    28.8,    72.9,    46.0,    66.5,    28.8,    71.1,    45.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250513,2025-05-13,090741,CME ,00,090 ,  262803,  163355,   59573,       0,   36038,  104102,    5419,   21114,   56458,    5026,   10496,    1131,      79,  241527,  231788,   21276,   31015,    7702,    5726,  -16450,     -72,   -3088,    9920,     371,    8283,   11484,     606,   -1431,     621,      79,   10474,    6559,   -2772,    1143,  100.0,   62.2,   22.7,    0.0,   13.7,   39.6,    2.1,    8.0,   21.5,    1.9,    4.0,    0.4,    0.0,   91.9,   88.2,    8.1,   11.8,    116,      9,      7,      0,     19,     23,      8,     22,     22,     14,     11,.,.,     73,     66,    67.2,    31.5,    72.7,    49.0,    66.3,    31.5,    71.3,    48.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250506,2025-05-06,090741,CME ,00,090 ,  255101,  157629,   76023,      72,   39126,   94182,    5048,   12831,   44974,    4420,   11927,     510,       0,  231053,  225229,   24048,   29872,    5844,    1185,     868,      48,    1367,    2183,     101,    1367,    1296,    2262,   -1841,      24,       0,    4489,    6782,    1355,    -938,  100.0,   61.8,   29.8,    0.0,   15.3,   36.9,    2.0,    5.0,   17.6,    1.7,    4.7,    0.2,    0.0,   90.6,   88.3,    9.4,   11.7,    112,      7,     10,.,     19,     23,      7,     14,     24,     13,     13,.,      0,     68,     66,    66.9,    35.3,    72.2,    52.9,    66.7,    35.3,    71.1,    52.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250429,2025-04-29,090741,CME ,00,090 ,  249257,  156444,   75155,      24,   37759,   91999,    4947,   11464,   43678,    2158,   13768,     486,       0,  226564,  218447,   22693,   30810,    -386,     333,    7611,    -159,    1719,   -1262,    -386,      15,   -6890,     245,    -848,    -351,    -177,     742,   -1369,   -1128,     983,  100.0,   62.8,   30.2,    0.0,   15.1,   36.9,    2.0,    4.6,   17.5,    0.9,    5.5,    0.2,    0.0,   90.9,   87.6,    9.1,   12.4,    101,      9,      7,.,     17,     19,      6,     15,     18,      9,     15,.,      0,     67,     50,    67.6,    36.2,    73.0,    55.2,    67.6,    36.2,    71.9,    55.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250422,2025-04-22,090741,CME ,00,090 ,  249643,  156111,   67544,     183,   36040,   93261,    5333,   11449,   50568,    1913,   14616,     837,     177,  225822,  219816,   23821,   29827,     159,   -2511,   26471,    -233,    1342,  -14817,     510,    -931,  -13061,     409,     775,     359,    -347,    -986,    -709,    1145,     868,  100.0,   62.5,   27.1,    0.1,   14.4,   37.4,    2.1,    4.6,   20.3,    0.8,    5.9,    0.3,    0.1,   90.5,   88.1,    9.5,   11.9,    109,      8,      8,.,     16,     23,      7,     15,     21,     10,     16,.,.,     68,     61,    67.9,    31.8,    72.4,    50.2,    67.9,    31.7,    71.8,    50.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250415,2025-04-15,090741,CME ,00,090 ,  249484,  158622,   41073,     416,   34698,  108078,    4823,   12380,   63629,    1504,   13841,     478,     524,  226808,  220525,   22676,   28959,   -8779,  -15461,   22704,     192,    1655,  -20571,      70,    3026,   -8559,    -938,     384,     -34,     146,  -10926,   -6990,    2147,   -1789,  100.0,   63.6,   16.5,    0.2,   13.9,   43.3,    1.9,    5.0,   25.5,    0.6,    5.5,    0.2,    0.2,   90.9,   88.4,    9.1,   11.6,    112,      7,      9,.,     14,     27,      7,     12,     26,      9,     16,.,.,     65,     66,    69.3,    28.0,    74.1,    45.5,    69.3,    28.0,    73.6,    45.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250408,2025-04-08,090741,CME ,00,090 ,  258263,  174083,   18369,     224,   33043,  128649,    4753,    9354,   72188,    2442,   13457,     512,     378,  237734,  227515,   20529,   30748,  -20067,   -2208,    8509,    -194,    1453,  -25135,     333,   -9768,    3645,    -277,   -6200,    -659,     157,  -16704,  -13621,   -3363,   -6446,  100.0,   67.4,    7.1,    0.1,   12.8,   49.8,    1.8,    3.6,   28.0,    0.9,    5.2,    0.2,    0.1,   92.1,   88.1,    7.9,   11.9,    114,      6,     10,.,     14,     29,     10,     15,     27,      7,     12,.,.,     60,     74,    72.2,    27.5,    77.7,    43.6,    72.2,    27.5,    77.3,    43.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250401,2025-04-01,090741,CME ,00,090 ,  278330,  176291,    9860,     418,   31590,  153784,    4420,   19122,   68543,    2719,   19657,    1171,     221,  254438,  241136,   23892,   37194,   -2796,   -2300,    3962,     122,    -613,   -7641,    -271,    1245,     544,    -689,     217,    -956,     218,   -2071,   -4711,    -725,    1915,  100.0,   63.3,    3.5,    0.2,   11.3,   55.3,    1.6,    6.9,   24.6,    1.0,    7.1,    0.4,    0.1,   91.4,   86.6,    8.6,   13.4,    122,      7,      9,.,     15,     31,     11,     16,     26,      7,     15,.,      4,     66,     81,    66.1,    28.4,    73.0,    45.1,    66.0,    28.4,    72.8,    45.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",250325,2025-03-25,090741,CME ,00,090 ,  281126,  178591,    5898,     296,   32203,  161425,    4691,   17877,   67999,    3408,   19440,    2127,       3,  256509,  245847,   24617,   35279,  -66806,  -33358,  -14903,  -34604,    1083,   -8299,    -378,    7054,   -6346,   -2326,   -4491,    -249,     -69,  -67089,  -67174,     283,     368,  100.0,   63.5,    2.1,    0.1,   11.5,   57.4,    1.7,    6.4,   24.2,    1.2,    6.9,    0.8,    0.0,   91.2,   87.5,    8.8,   12.5,    123,     10,      4,.,     14,     31,     10,     14,     31,     11,     15,      4,.,     68,     80,    66.3,    29.5,    73.2,    46.7,    66.3,    29.4,    72.7,    46.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
