"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",241022,2024-10-22,090741,CME ,00,090 ,  308279,  201047,   10164,      52,   27608,  158777,    5173,   22006,   86907,    3836,   18533,    5282,    1387,  279642,  271578,   28637,   36701,   11742,   21681,   -3509,       3,   -2471,    5849,    1144,   -9115,    -225,    -398,     696,    2125,     589,   12129,    5578,    -387,    6164,  100.0,   65.2,    3.3,    0.0,    9.0,   51.5,    1.7,    7.1,   28.2,    1.2,    6.0,    1.7,    0.4,   90.7,   88.1,    9.3,   11.9,    121,      9,      8,.,     11,     34,     10,     12,     31,      9,     12,      4,      4,     59,     86,    63.7,    26.2,    73.2,    40.8,    63.7,    26.2,    72.2,    40.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",241015,2024-10-15,090741,CME ,00,090 ,  296537,  179366,   13673,      49,   30079,  152928,    4029,   31121,   87132,    4234,   17837,    3157,     798,  267513,  266000,   29024,   30537,   71892,   56342,    2030,     -83,   -2807,   46183,    -530,   16749,   17878,    1057,    2035,    1794,     449,   73212,   68778,   -1320,    3114,  100.0,   60.5,    4.6,    0.0,   10.1,   51.6,    1.4,   10.5,   29.4,    1.4,    6.0,    1.1,    0.3,   90.2,   89.7,    9.8,   10.3,    125,     11,      7,.,     12,     34,     11,     16,     31,     12,     10,      4,.,     66,     87,    58.0,    27.4,    68.5,    41.2,    58.0,    27.4,    67.5,    41.2,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",241008,2024-10-08,090741,CME ,00,090 ,  224645,  123024,   11643,     132,   32886,  106745,    4559,   14372,   69254,    3177,   15802,    1363,     349,  194301,  197222,   30344,   27423,    8601,   14665,   -8122,    -100,   -4990,    3071,      51,    -701,    9709,     999,     180,   -2418,     241,   10345,    3431,   -1744,    5170,  100.0,   54.8,    5.2,    0.1,   14.6,   47.5,    2.0,    6.4,   30.8,    1.4,    7.0,    0.6,    0.2,   86.5,   87.8,   13.5,   12.2,    107,      8,      7,.,     14,     27,      8,     14,     25,     11,      9,.,.,     60,     69,    55.3,    31.4,    65.2,    46.9,    55.3,    31.4,    64.9,    46.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",241001,2024-10-01,090741,CME ,00,090 ,  216044,  108359,   19765,     232,   37876,  103674,    4508,   15073,   59545,    2178,   15622,    3781,     108,  183956,  193791,   32088,   22253,    2880,   -6198,   11864,     -78,    9295,   -4732,    -520,   -1828,      79,    -150,    1720,    -230,     -24,    2217,    6209,     663,   -3329,  100.0,   50.2,    9.1,    0.1,   17.5,   48.0,    2.1,    7.0,   27.6,    1.0,    7.2,    1.8,    0.0,   85.1,   89.7,   14.9,   10.3,    113,      6,      9,.,     16,     24,      9,     19,     26,     11,      8,      5,.,     66,     71,    55.1,    33.0,    64.8,    50.2,    55.1,    33.0,    64.0,    50.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240924,2024-09-24,090741,CME ,00,090 ,  213164,  114557,    7901,     310,   28581,  108406,    5028,   16901,   59466,    2328,   13902,    4011,     132,  181739,  187582,   31425,   25582,  -43374,  -21757,  -14168,  -23512,   -4628,   -2572,     434,    7082,   -1971,    -901,     628,     790,      73,  -42581,  -41827,    -793,   -1547,  100.0,   53.7,    3.7,    0.1,   13.4,   50.9,    2.4,    7.9,   27.9,    1.1,    6.5,    1.9,    0.1,   85.3,   88.0,   14.7,   12.0,    111,      8,      7,.,     13,     26,      9,     17,     27,     10,      8,      5,.,     62,     73,    55.9,    33.4,    65.1,    48.3,    55.9,    33.4,    64.6,    48.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240917,2024-09-17,090741,CME ,00,090 ,  256538,  136314,   22069,   23822,   33209,  110978,    4594,    9819,   61437,    3229,   13274,    3221,      59,  224320,  229409,   32218,   27129,    5329,    5544,   -2751,   19506,   -2741,    1527,     356,   -2547,    4249,   -9751,    -162,     123,   -6108,    4097,    7151,    1232,   -1822,  100.0,   53.1,    8.6,    9.3,   12.9,   43.3,    1.8,    3.8,   23.9,    1.3,    5.2,    1.3,    0.0,   87.4,   89.4,   12.6,   10.6,    104,      8,      8,      7,     15,     26,      8,     11,     26,     12,      6,      4,.,     59,     73,    58.2,    27.8,    69.2,    45.5,    51.6,    27.5,    61.6,    41.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240910,2024-09-10,090741,CME ,00,090 ,  251209,  130770,   24820,    4316,   35950,  109451,    4238,   12366,   57188,   12980,   13436,    3098,    6167,  220223,  222258,   30986,   28951,   -4688,    3324,   -4881,   -2724,   -4244,    4995,    -131,   -3784,  -10153,     883,   -1365,    -526,    6093,   -1948,   -6444,   -2740,    1756,  100.0,   52.1,    9.9,    1.7,   14.3,   43.6,    1.7,    4.9,   22.8,    5.2,    5.3,    1.2,    2.5,   87.7,   88.5,   12.3,   11.5,    108,      8,      7,      7,     14,     28,      9,     13,     28,     15,      6,      4,.,     63,     78,    53.1,    25.5,    68.4,    39.8,    50.8,    25.5,    61.4,    38.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240903,2024-09-03,090741,CME ,00,090 ,  255897,  127446,   29701,    7040,   40194,  104456,    4369,   16150,   67341,   12097,   14801,    3624,      74,  222171,  228702,   33726,   27195,  -40144,  -54566,    4170,   -3526,   12681,  -20988,    -449,    7448,  -14316,   -3610,     194,    -436,       0,  -41828,  -39155,    1684,    -989,  100.0,   49.8,   11.6,    2.8,   15.7,   40.8,    1.7,    6.3,   26.3,    4.7,    5.8,    1.4,    0.0,   86.8,   89.4,   13.2,   10.6,    116,      7,     10,      4,     15,     25,     10,     11,     35,     16,      8,      5,.,     63,     84,    51.1,    26.7,    64.2,    41.4,    48.5,    26.6,    60.5,    41.3,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240827,2024-08-27,090741,CME ,00,090 ,  296041,  182012,   25531,   10566,   27513,  125444,    4818,    8702,   81657,   15707,   14607,    4060,      74,  263999,  267857,   32042,   28184,  -18032,  -39933,   22514,    9021,    2353,  -35480,     281,   -1652,  -17954,    9567,     351,   -1507,       0,  -20012,  -13558,    1980,   -4474,  100.0,   61.5,    8.6,    3.6,    9.3,   42.4,    1.6,    2.9,   27.6,    5.3,    4.9,    1.4,    0.0,   89.2,   90.5,   10.8,    9.5,    121,      8,      9,.,     13,     29,     11,     13,     36,      9,      8,      5,.,     59,     86,    64.1,    25.6,    75.2,    42.0,    60.6,    25.6,    69.5,    41.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240820,2024-08-20,090741,CME ,00,090 ,  314073,  221945,    3017,    1545,   25160,  160924,    4537,   10354,   99611,    6140,   14256,    5567,      74,  284011,  281415,   30062,   32658,   -9094,   -7717,    -418,     141,   -1100,    2661,       4,     808,  -13069,     289,    -418,    1150,       0,   -7993,   -9242,   -1101,     148,  100.0,   70.7,    1.0,    0.5,    8.0,   51.2,    1.4,    3.3,   31.7,    2.0,    4.5,    1.8,    0.0,   90.4,   89.6,    9.6,   10.4,    117,      9,.,.,      9,     39,     10,     10,     35,      8,      6,      6,.,     50,     89,    70.5,    25.0,    80.3,    39.6,    70.0,    25.0,    78.4,    39.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240813,2024-08-13,090741,CME ,00,090 ,  323167,  229662,    3435,    1404,   26260,  158263,    4533,    9546,  112680,    5851,   14674,    4417,      74,  292004,  290657,   31163,   32510,  -11953,   -4961,    -723,    -355,   -1160,   -9427,    -247,    -468,    1997,   -1597,   -2865,    1158,      -3,  -11656,   -9197,    -297,   -2756,  100.0,   71.1,    1.1,    0.4,    8.1,   49.0,    1.4,    3.0,   34.9,    1.8,    4.5,    1.4,    0.0,   90.4,   89.9,    9.6,   10.1,    128,     11,.,.,      9,     37,     10,     13,     42,      9,      6,      7,.,     52,     97,    68.6,    24.5,    78.2,    38.9,    68.2,    24.5,    77.4,    38.8,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240806,2024-08-06,090741,CME ,00,090 ,  335120,  234623,    4158,    1759,   27420,  167690,    4780,   10014,  110683,    7448,   17539,    3259,      77,  303660,  299854,   31460,   35266,  -16736,  -12200,    1385,    -455,    1019,   -9163,     336,   -3518,   -5639,    1101,   -3002,    -567,      -7,  -16726,  -13009,     -10,   -3727,  100.0,   70.0,    1.2,    0.5,    8.2,   50.0,    1.4,    3.0,   33.0,    2.2,    5.2,    1.0,    0.0,   90.6,   89.5,    9.4,   10.5,    134,      9,      6,.,     10,     38,     10,     12,     43,     14,     10,      5,.,     60,    102,    66.8,    24.6,    77.7,    39.2,    66.4,    24.5,    77.0,    39.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240730,2024-07-30,090741,CME ,00,090 ,  351856,  246823,    2773,    2214,   26401,  176853,    4444,   13532,  116322,    6347,   20541,    3826,      84,  320386,  312863,   31470,   38993,   36172,   36476,      74,    -186,   -1855,   14670,   -1474,    -677,   19144,     811,    1675,    1269,       0,   34770,   34308,    1402,    1864,  100.0,   70.1,    0.8,    0.6,    7.5,   50.3,    1.3,    3.8,   33.1,    1.8,    5.8,    1.1,    0.0,   91.1,   88.9,    8.9,   11.1,    145,     11,      5,.,     10,     39,     10,     15,     47,     14,     13,      5,.,     65,    109,    66.4,    23.9,    76.5,    37.1,    66.1,    23.9,    75.8,    37.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240723,2024-07-23,090741,CME ,00,090 ,  315684,  210347,    2699,    2400,   28256,  162183,    5918,   14209,   97178,    5536,   18866,    2557,      84,  285616,  278555,   30068,   37129,   34743,   31873,    -341,      -6,    -344,   22847,    -727,   -1785,    9594,    -111,    4767,     456,       8,   33675,   31720,    1068,    3023,  100.0,   66.6,    0.9,    0.8,    9.0,   51.4,    1.9,    4.5,   30.8,    1.8,    6.0,    0.8,    0.0,   90.5,   88.2,    9.5,   11.8,    131,      9,      6,      4,     11,     37,      9,     13,     41,     13,     10,      4,.,     59,    100,    62.4,    25.9,    73.5,    39.4,    62.0,    25.9,    72.9,    39.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240716,2024-07-16,090741,CME ,00,090 ,  280941,  178474,    3040,    2406,   28600,  139336,    6645,   15994,   87584,    5647,   14099,    2101,      76,  251941,  246835,   29000,   34106,   23653,   20887,   -6269,     410,   -1034,   23332,     280,    5827,   10492,     363,    -394,   -5279,     -10,   26329,   23319,   -2676,     334,  100.0,   63.5,    1.1,    0.9,   10.2,   49.6,    2.4,    5.7,   31.2,    2.0,    5.0,    0.7,    0.0,   89.7,   87.9,   10.3,   12.1,    122,     11,      5,      4,     11,     37,     11,     16,     34,     16,      5,.,.,     62,     92,    61.6,    24.9,    72.9,    39.7,    61.1,    24.9,    71.3,    39.7,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240709,2024-07-09,090741,CME ,00,090 ,  257288,  157587,    9309,    1996,   29634,  116004,    6365,   10167,   77092,    5284,   14493,    7380,      86,  225612,  223516,   31676,   33772,   -6177,   -8984,    4268,     553,     256,  -11389,     344,     -84,   -2482,     339,    -951,    1895,      -5,   -8532,   -6477,    2355,     300,  100.0,   61.2,    3.6,    0.8,   11.5,   45.1,    2.5,    4.0,   30.0,    2.1,    5.6,    2.9,    0.0,   87.7,   86.9,   12.3,   13.1,    117,      8,      7,.,     12,     34,     12,     12,     31,     14,      6,      7,.,     56,     91,    60.8,    19.6,    72.8,    33.4,    60.3,    19.6,    71.0,    33.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240702,2024-07-02,090741,CME ,00,090 ,  263465,  166571,    5041,    1443,   29378,  127393,    6021,   10251,   79574,    4945,   15444,    5485,      91,  234144,  229993,   29321,   33472,  -14972,   -7387,   -1889,     713,   -1271,  -12593,     242,   -7547,      62,    -713,     753,   -1265,     -20,  -15230,  -15463,     258,     491,  100.0,   63.2,    1.9,    0.5,   11.2,   48.4,    2.3,    3.9,   30.2,    1.9,    5.9,    2.1,    0.0,   88.9,   87.3,   11.1,   12.7,    127,      7,      7,.,     12,     34,     11,     15,     37,     13,      8,      7,.,     57,     97,    63.2,    21.2,    74.6,    34.6,    62.8,    21.2,    73.0,    34.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
